报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-20.089,1.678,3.532,34.414
投资活动之现金流入净额,-31.458,-32.36,-2.908,-17.827
融资活动之现金流入净额,639.49,77.134,-0.044,-0.104
现金及现金等价物增加,587.943,46.452,0.58,16.483
会计年初之现金及现金等价物,121.129,74.731,74.226,57.779
会计年终之现金及现金等价物,709.249,121.129,74.731,74.226
外汇兑换率变动之影响,0.177,-0.054,-0.075,-0.036
购置固定资产款项,-11.015,-12.086,-8.428,-4.886
币种,美元,美元,美元,美元
