报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-1.307,1.275,1.931
投资活动之现金流入净额,-1.625,-0.992,-0.086
融资活动之现金流入净额,9.75,1.026,-0.638
现金及现金等价物增加,6.818,1.309,1.207
会计年初之现金及现金等价物,3.471,2.162,0.955
会计年终之现金及现金等价物,10.289,3.471,2.162
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-1.367,-0.992,-0.094
币种,新加坡元,新加坡元,新加坡元
