报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
利息收入,18466.751,8536.68,15057.41,7139.045,12664.502,6106.767,9601.58,6811.693
利息支出,-10360.709,-4477.086,-6757.417,-3199,-5757.99,-2822.278,-4317.529,-2709.497
净利息收入,8106.042,4059.594,8299.993,3940.045,6906.512,3284.489,5284.051,4102.196
其他经营收入,716.526,54.222,386.785,231.085,114.082,74.2,58.773,74.909
经营收入,10212.985,4859.827,9980.486,4702.307,7861.251,3851.639,5504.399,4256.981
经营支出,-2753.108,-1133.806,-2434.524,-1104.449,-2252.76,-920.411,-1841.737,-1385.55
总准备,-1956.95,-737.106,-2346.372,-839.047,-1297.526,-671.946,-497.075,-400
其他盈利/(亏损),0,0,0,,,,,
除税前盈利/(亏损),5547.26,3007.725,5257.033,2779.969,4361.742,2283.247,3202.935,2507.491
税项,-1213.723,-682.726,-1212.447,-648.871,-1006.072,-532.591,-739.852,-605.641
除税后盈利/(亏损),4333.537,2324.999,4044.586,2131.098,3355.67,1750.656,2463.083,1901.85
少数股东权益,53.513,53.603,45.818,9.338,-0.701,,,
股东应占盈利/(亏损),4280.024,2271.396,3998.768,2121.76,3356.371,1750.656,2463.083,1901.85
股息,,,1171,,1064.39,,710,591
除税及股息后盈利/(亏损),4280.024,2271.396,2827.768,2121.76,2291.981,1750.656,1753.083,1310.85
基本每股营利(仙),80.000000,43.000000,75.000000,40.000000,85.000000,44.000000,62.000000,48.000000
摊薄每股盈利(仙),80.000000,43.000000,75.000000,40.000000,85.000000,44.000000,62.000000,48.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
