报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-199.457,100.277,4.587,108.692,-235.481,-236.974,43.233,121.466
投资活动之现金流入净额,-183.882,-230.485,-78.875,271.432,573.177,149.492,-105.48,508.96
融资活动之现金流入净额,92.348,305.617,105.413,-383.562,-478.286,-477.851,-203.931,-1087.543
现金及现金等价物增加,-290.991,175.409,31.125,-3.438,-140.59,-565.333,-266.178,-457.117
会计年初之现金及现金等价物,428.178,252.596,252.596,255.862,255.862,821.602,821.602,1278.852
会计年终之现金及现金等价物,137.119,428.178,283.721,252.596,115.439,255.862,555.61,821.602
外汇兑换率变动之影响,-0.068,0.173,--,0.172,0.167,-0.407,0.186,-0.133
购置固定资产款项,-131.139,-199.163,-85.847,-383.2,-150.497,-386.245,-143.886,-694.152
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
