报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,16306.375,7448.497,13647.737,5821.792,10574.854,4847.327,10470.321,4566.044
除税前盈利/(亏损),1361.822,754.666,1496.808,542.979,735.814,351.722,354.95,134.654
税项,-187.097,-104.672,-295.735,-86.859,-146.846,-58.765,-48.229,-9.618
除税后盈利/(亏损),1174.725,649.994,1201.073,456.12,588.968,292.957,306.721,125.036
少数股东权益,22.863,5.254,13.542,-0.589,-1.858,,,
股东应占盈利/(亏损),1151.862,644.74,1187.531,456.709,590.826,292.957,306.721,125.036
股息,346.553,190.59,347.372,136.105,176.484,87.329,90.97,35.122
除税及股息后盈利/(亏损),805.309,454.15,840.159,320.604,414.342,205.628,215.751,89.914
基本每股盈利(仙),126.000000,70.000000,133.000000,52.000000,67.000000,33.100000,35.000000,14.100000
摊薄每股盈利(仙),126.000000,70.000000,133.000000,52.000000,67.000000,33.100000,35.000000,14.100000
每股股息(仙),45.000000,24.000000,38.641600,15.384600,19.513600,9.460000,10.280200,3.969000
销售成本,-13866.416,-6301.884,-11002.594,-4760.565,-8669.022,-4023.112,-9176.107,-3962.57
折旧,-665.747,-314.035,-531.256,-242.004,-446.643,-225.803,-389.72,-184.522
销售及分销费用,-581.717,-263.867,-496.712,-216.252,-368.989,-176.187,-351.612,-157.328
一般及行政费用,-511.93,-247.447,-546.655,-226.828,-380.865,-171.886,-328.235,-157.327
利息费用/融资成本,-85.697,-57.242,-413.167,-164.266,-431.515,-111.996,-253.84,-145.331
毛利,2439.959,1146.613,2645.143,1061.227,1905.832,824.215,1294.214,603.474
经营盈利,1451.177,801.378,1889.547,703.322,1150.426,454.07,599.934,277.207
应占联营公司盈利,-5.983,9.222,12.672,-1.214,4.128,1.186,4.02,1.2
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
