报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,14.226,-0.292,74.138
投资活动之现金流入净额,-0.815,1.793,-9.746
融资活动之现金流入净额,16.579,-0.791,-0.919
现金及现金等价物增加,29.99,0.71,63.473
会计年初之现金及现金等价物,78.983,78.273,14.8
会计年终之现金及现金等价物,108.973,78.983,78.273
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-1.227,-1.123,-0.563
币种,人民币,人民币,人民币
