报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,8.812,-4.248,4.2,20.387,18.176
投资活动之现金流入净额,-8.409,-4.359,-2.954,-5.165,-2.035
融资活动之现金流入净额,-0.274,51.997,0.23,-10.859,-8.792
现金及现金等价物增加,0.129,43.39,1.476,4.363,7.349
会计年初之现金及现金等价物,58.632,15.242,15.242,10.879,3.53
会计年终之现金及现金等价物,58.761,58.632,16.718,15.242,10.879
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-8.498,-4.396,-2.963,-5.166,-2.035
币种,港币,港币,港币,港币,港币
