报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,9.569,41.304,48.998
投资活动之现金流入净额,-5.328,-8.472,-3.249
融资活动之现金流入净额,-9,-33.509,-40.428
现金及现金等价物增加,-4.759,-0.677,5.321
会计年初之现金及现金等价物,41.319,41.996,36.675
会计年终之现金及现金等价物,36.56,41.319,41.996
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-5.471,-4.443,-3.26
币种,港币,港币,港币
