报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,94.668,-6.93,33.292,402.704,220.65,-54.111,137.534,217.595
投资活动之现金流入净额,-308.079,-150.499,-64.999,-229.319,-65.513,-279.29,-29.723,-60.747
融资活动之现金流入净额,434.013,3.296,-177.42,-151.175,-114.713,964.512,967.575,-46.691
现金及现金等价物增加,220.602,-154.133,-209.127,22.21,40.424,631.111,1075.386,110.157
会计年初之现金及现金等价物,799.533,950.639,950.639,921.337,921.337,290.027,290.027,179.87
会计年终之现金及现金等价物,1012.002,799.533,743.105,950.639,967.181,921.337,1365.413,290.027
外汇兑换率变动之影响,-8.133,3.027,1.593,7.092,5.42,0.199,--,--
购置固定资产款项,-49.271,-162.379,-68.633,-192.945,-68.92,-114.279,-25.05,-30.211
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
