报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,50.906,37.428,37.559
投资活动之现金流入净额,-38.577,-11.389,-24.656
融资活动之现金流入净额,20.191,-30.154,-9.844
现金及现金等价物增加,32.52,-4.115,3.059
会计年初之现金及现金等价物,23.906,28.021,24.962
会计年终之现金及现金等价物,56.424,23.906,28.021
外汇兑换率变动之影响,-0.002,--,--
购置固定资产款项,-39.568,-12.088,-21.696
币种,港币,港币,港币
