报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,78463.912,36423.499,62837.146,29374.186,66788.917,30357.031,67781.771,33516.736
除税前盈利/(亏损),1152.96,-8.957,5972.773,4464.45,12937.027,5705.752,9458.091,4441.997
税项,-458.484,-155.213,-1677.547,-1136.27,-3157.593,-1307.202,-1936.271,-922.135
除税后盈利/(亏损),694.476,-164.17,4295.226,3328.18,9779.434,4398.55,7521.82,3519.862
少数股东权益,258.571,16.672,1167.427,858.832,2449.995,839.676,1562.775,755.296
股东应占盈利/(亏损),435.905,-180.842,3127.799,2469.348,7329.439,3558.874,5959.045,2764.566
股息,177.534,,1341.365,,2958.892996,,2377.968246,
除税及股息后盈利/(亏损),258.371,-180.842,1786.434,2469.348,4370.546004,3558.874,3581.076754,2764.566
基本每股盈利(仙),4.400000,-1.800000,31.700000,25.000000,80.200000,40.400000,74.300000,37.500000
摊薄每股盈利(仙),--,--,--,--,--,40.400000,--,37.500000
每股股息(仙),1.800000,--,13.600000,--,30.000000,--,27.000000,--
销售成本,-51913.198,-24351.527,-29864.634,-11840.336,-26898.538,-12724.319,-33503.756,-17477.931
折旧,-10177.577,-5118.262,-10438.598,-5066.872,-9228.834,-4129.878,-7839.052,-3838.663
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-2428.462,-736.346,-2782.795,-963.791,-3595.808,-1005.456,-3380.61,-904.292
利息费用/融资成本,-5135.765,-2466.304,-5013.212,-2520.666,-5849.884,-2938.824,-6317.901,-3167.11
毛利,26550.714,12071.972,32972.512,17190.216,39275.383,17341.102,33796.327,15776.026
经营盈利,4378.937,1768.833,9878.583,6531.701,17988.023,8065.196,14723.475,6973.341
应占联营公司盈利,527.703,328.96,192.468,80.629,317.722,255.967,713.366,344.307
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
