报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-12.395,8.445,2.996,-4.192,-1.731
投资活动之现金流入净额,-0.401,-1.531,-0.769,14.272,11.908
融资活动之现金流入净额,60.169,2.379,4.717,-5.075,-11
现金及现金等价物增加,47.373,9.293,6.944,5.005,-0.823
会计年初之现金及现金等价物,15.219,5.926,5.926,0.921,1.744
会计年终之现金及现金等价物,62.592,15.219,12.87,5.926,0.921
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-1.172,-2.2,-2.147,-0.184,-0.817
币种,港币,港币,港币,港币,港币
