报告期,2017-11-30,2017-05-31,2016-11-30,2016-05-31,2015-05-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-16.315,-9.881,-9.321,15.198,11.137
投资活动之现金流入净额,-22.364,-1.68,-1.031,1.938,-8.299
融资活动之现金流入净额,24.469,55.212,-1.56,-2.558,-1.629
现金及现金等价物增加,-14.21,43.651,-11.912,14.578,1.209
会计年初之现金及现金等价物,60.672,17.021,17.021,2.443,1.234
会计年终之现金及现金等价物,46.462,60.672,5.109,17.021,2.443
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-2.151,-1.68,-1.031,-2.823,-1.621
币种,港币,港币,港币,港币,港币
