报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-11.557,47.959,14.336,15.955,11.491
投资活动之现金流入净额,-5.367,-16.277,-9.668,-7.512,-5.809
融资活动之现金流入净额,2.241,-3.113,2.702,-7.114,-7.996
现金及现金等价物增加,-14.683,28.569,7.37,1.329,-2.314
会计年初之现金及现金等价物,33.162,4.593,4.593,3.264,5.578
会计年终之现金及现金等价物,18.479,33.162,11.963,4.593,3.264
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-4.177,-3.077,-1.776,-4.135,-5.939
币种,港币,港币,港币,港币,港币
