报告期,2017-12-31,2017-06-30,2016-12-31
报表类型,年报,中报,年报
经营业务所得之现金流入净额,-1.49,-2.619,-0.175
投资活动之现金流入净额,-8.806,-4.715,-3.041
融资活动之现金流入净额,-14.128,-4.114,44.059
现金及现金等价物增加,-24.424,-11.448,40.843
会计年初之现金及现金等价物,60.828,60.828,19.985
会计年终之现金及现金等价物,36.404,49.38,60.828
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-8.82,--,-3.729
币种,港币,港币,港币
