报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,6.574303,16.265985,-18.548215,-7.462781,2.390588,-1.044612,6.915672
投资活动之现金流入净额,35.327495,9.900589,-54.488367,-1.329231,3.607382,3.521734,-3.671962
融资活动之现金流入净额,0,0,76.388262,4.105491,-3.294963,-2.670963,-5.717475
现金及现金等价物增加,41.901798,26.166574,3.35168,-4.686521,2.703007,-0.193841,-2.473765
会计年初之现金及现金等价物,16.046905,16.046905,12.695225,12.695225,9.992218,9.992218,12.465983
会计年终之现金及现金等价物,57.948703,42.213479,16.046905,8.008704,12.695225,9.798377,9.992218
外汇兑换率变动之影响,--,--,--,--,--,--,--
购置固定资产款项,-1.021326,-0.137155,-4.507449,-1.332079,-0.020248,-0.01416,-0.178934
币种,港币,港币,港币,港币,港币,港币,港币
