报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31
报表类型,中报,年报,中报,年报,中报,年报,年报,年报
经营业务所得之现金流入净额,-30.438,-59.056,-61.349,-12.47,-11.863,52.175,17.026,9.274
投资活动之现金流入净额,-1.648,-0.601,-70.352,-13.867,-2.512,-17.307,-10.744,-16.013
融资活动之现金流入净额,-3.7,48.484,76.619,81.727,-12.154,-25.725,24.729,23.1
现金及现金等价物增加,-35.786,-11.173,-55.082,55.39,-26.529,9.143,31.011,16.361
会计年初之现金及现金等价物,105.804,115.412,115.412,59.098,59.098,49.955,18.944,2.583
会计年终之现金及现金等价物,68.11,105.804,60.966,115.412,32.028,59.098,49.955,18.944
外汇兑换率变动之影响,-1.908,1.565,0.636,0.924,-0.541,--,--,--
购置固定资产款项,-1.793,-25.509,-2.588,-0.515,-0.444,-10.12,-10.249,-12.738
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
