报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-19.082,16.308,-6.677,19.047,23.457
投资活动之现金流入净额,-16.963,-5.513,-12.117,-17.754,-1.817
融资活动之现金流入净额,41.008,-31.856,-11.858,7.471,-9.646
现金及现金等价物增加,4.963,-21.061,-30.652,8.764,11.994
会计年初之现金及现金等价物,17.059,38.12,38.12,29.356,17.362
会计年终之现金及现金等价物,22.022,17.059,7.468,38.12,29.356
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-1.003,-1.262,-7.269,-0.327,-0.828
币种,港币,港币,港币,港币,港币
