报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,2.028,11.713,20.895
投资活动之现金流入净额,-3.305,1.767,-26.419
融资活动之现金流入净额,2.24,-3.834,-0.718
现金及现金等价物增加,0.963,9.646,-6.242
会计年初之现金及现金等价物,15.49,5.355,11.012
会计年终之现金及现金等价物,15.917,15.49,5.355
外汇兑换率变动之影响,-0.536,0.489,0.585
购置固定资产款项,-5.201,-3.105,-22.643
币种,港币,港币,港币
