报告期,2017-10-31,2017-04-30,2016-10-31,2016-04-30,2015-04-30
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-24.223,1.181,2.115,3.391,2.499
投资活动之现金流入净额,-0.541,-0.251,-0.154,-0.231,-0.149
融资活动之现金流入净额,-8.551,65.497,19.602,-5.169,-0.719
现金及现金等价物增加,-33.315,66.427,21.563,-2.009,1.631
会计年初之现金及现金等价物,69.926,3.499,3.499,5.508,3.877
会计年终之现金及现金等价物,36.611,69.926,25.062,3.499,5.508
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-0.555,-0.251,-0.154,-0.231,-0.149
币种,港币,港币,港币,港币,港币
