报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-11.672,35.926,-5.503,186.599,-15.727,65.524,-55.236,102.355
投资活动之现金流入净额,-21.26,-58.733,-15.808,-39.004,-35.83,-52.022,-11.189,-57.909
融资活动之现金流入净额,37.706,-35.328,29.542,-46.17,56.474,-1.375,40.481,-9.231
现金及现金等价物增加,4.774,-58.135,8.231,101.425,4.917,12.127,-25.944,35.215
会计年初之现金及现金等价物,250.334,311.571,311.571,211.142,211.142,216.05,216.05,182.413
会计年终之现金及现金等价物,261.258,250.334,316.234,311.571,215.46,211.142,190.287,216.05
外汇兑换率变动之影响,6.15,-3.102,-3.568,-0.996,-0.599,-17.035,0.181,-1.578
购置固定资产款项,-26.22,-59.353,-25.765,-30.04,-17.303,-57.631,-41.284,-70.27
币种,港币,港币,港币,港币,港币,港币,港币,港币
