报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-663.333,1509.46,165.287,1188.03,588.32,60.25,-100.989,-96.631
投资活动之现金流入净额,2924.922,-501.318,-180.54,-260.999,-227.375,-1163.215,-19.851,-594.174
融资活动之现金流入净额,-945.087,-531.497,-491.334,189.704,225.062,997.678,-18.287,980.535
现金及现金等价物增加,1316.502,476.645,-506.587,1116.735,586.007,-105.287,-139.127,289.73
会计年初之现金及现金等价物,2074.016,1677.5,1677.5,573.494,573.494,680.044,680.044,391.305
会计年终之现金及现金等价物,3470.685,2074.016,1121.785,1677.5,1150.719,573.494,543.141,680.044
外汇兑换率变动之影响,80.167,-80.129,-49.128,-12.729,-8.782,-1.263,2.224,-0.991
购置固定资产款项,-197.166,-293.668,-165.288,-440.933,-256.372,-1068.925,-174.062,-552.418
币种,港币,港币,港币,港币,港币,港币,港币,港币
