报告期,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,251.615,132.757,374.628,148.491,379.47,198.09,623.479,478.827
除税前盈利/(亏损),-281.678,-95.796,-206.252,-70.837,-500.36,-87.637,-76.271,44.725
税项,5.595,-0.105,3.164,-1.562,11.27,4.127,-3.589,-8.988
除税后盈利/(亏损),-276.083,-95.901,-203.088,-72.399,-489.09,-83.51,-79.86,35.737
少数股东权益,-0.002,-0.002,-0.016,-0.016,-1.554,,,
股东应占盈利/(亏损),-276.081,-95.899,-203.072,-72.383,-487.536,-83.51,-79.86,35.737
股息,,,,,,,,
除税及股息后盈利/(亏损),-276.081,-95.899,-203.072,-72.383,-487.536,-83.51,-79.86,35.737
基本每股盈利(仙),-22.000000,-7.700000,-16.000000,-5.800000,-39.000000,-6.700000,-6.400000,2.900000
摊薄每股盈利(仙),--,-7.700000,-16.000000,-5.800000,-39.000000,-6.700000,-6.400000,2.900000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-239.794,-130.611,-339.19,-115.925,-432.46,-186.138,-554.609,-365.549
折旧,-26.743,-13.317,-29.316,-14.922,-31.13,-15.569,-31.078,-14.261
销售及分销费用,-29.213,-7.583,-22.864,-8.979,-44.03,-12.673,-31.706,-11.08
一般及行政费用,-119.814,-54.449,-132.54,-64.459,-145.866,-65.298,-105.659,-50.674
利息费用/融资成本,-36.218,-17.812,-35.817,-17.979,-35.228,-16.537,-23.864,-10.819
毛利,11.821,2.146,35.438,32.566,-52.99,11.952,68.87,113.278
经营盈利,-281.678,-95.796,-206.252,-70.837,-500.36,-87.637,-76.271,44.725
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
