报告期,2018-03-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,一季报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,2298.565693,16614.840116,15002.449,2498.640649,32141.806,20007.774126,15798.199,3623.529268
除税前盈利/(亏损),3214.998245,9825.11947,6665.776,3641.340174,14773.524,11717.831119,8076.625,4455.738184
税项,-766.067198,-2272.940013,-1573.7,-869.435513,-3420.56,-2684.712709,-1886.109,-1102.75994
除税后盈利/(亏损),2448.931047,7552.179457,5092.076,2771.904661,11352.964,9033.11841,6190.516,3352.978244
少数股东权益,189.432315,516.863994,335.81,208.559844,1511.547,1386.569657,1170.351,978.110042
股东应占盈利/(亏损),2259.498732,7035.315463,4756.266,2563.344817,9841.417,7646.548753,5020.165,2374.868202
股息,,,,,2973.75,,,
除税及股息后盈利/(亏损),2259.498732,7035.315463,4756.266,2563.344817,6867.667,7646.548753,5020.165,2374.868202
基本每股盈利(仙),26.000000,,56.000000,32.000000,121.000000,,62.000000,29.000000
摊薄每股盈利(仙),26.000000,--,56.000000,32.000000,121.000000,--,62.000000,29.000000
每股股息(仙),--,--,--,--,39.000000,--,--,--
销售成本,--,--,--,--,--,--,--,--
折旧,--,--,-172.706,--,-324.599,--,-157.135,--
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-2694.920086,-6953.950084,--,-2179.492745,--,-7511.559831,--,-2682.986729
利息费用/融资成本,--,--,-3071.645,--,-7163.756,--,-3917.414,--
毛利,2298.565693,16614.840116,14934.541,2498.640649,31575.762,20007.774126,15315.808,3623.529268
经营盈利,3155.963133,9096.238416,6650.79,3253.96424,14730.559,11027.361591,8025.428,4462.141095
应占联营公司盈利,-3.495461,17.946264,14.986,--,42.965,51.097341,51.197,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
