报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,-1.054927,1.214223,3.09949
投资活动之现金流入净额,0.660745,-0.073458,-0.275963
融资活动之现金流入净额,0.119384,-1.051392,-1.598461
现金及现金等价物增加,-0.274798,0.089373,1.225066
会计年初之现金及现金等价物,1.063444,0.974191,-0.245959
会计年终之现金及现金等价物,0.78079,1.063444,0.974191
外汇兑换率变动之影响,-0.007856,-0.00012,-0.004916
购置固定资产款项,-0.69016,-0.095535,-0.191274
币种,新加坡元,新加坡元,新加坡元
