报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,18.201,2.972,20.554,32.85,-46.816
投资活动之现金流入净额,10.698,10.575,-8.419,-4.982,-0.047
融资活动之现金流入净额,-3.515,13.988,-3.786,-3.22,11.508
现金及现金等价物增加,25.384,27.535,8.349,24.648,-35.355
会计年初之现金及现金等价物,7.059,7.059,-1.29,-1.29,34.065
会计年终之现金及现金等价物,32.443,34.594,7.059,23.358,-1.29
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,--,--,--,--,-0.459
币种,港币,港币,港币,港币,港币
