报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
非流动资产,10749.64,10382.11,9702.774,1470.135,1078.345,978.699,415.521,742.222
流动资产,1986.694,2053.694,1709.187,5435.049,5436.68,5003.359,4889.98,4247.598
流动负债,1770.341,1844.737,1998.201,1908.318,2079.588,2178.928,1513.97,1176.751
净流动资产/(负债),216.353,208.957,-289.014,3526.731,3357.092,2824.431,3376.01,3070.847
非流动负债,5892.395,5565.173,4087.78,1260.8,519.344,541.152,557.778,579.75
少数股东权益 - (借)/贷,47.436,43.192,43.062,812.684,817.816,826.536,847.962,859.596
净资产/(负债),5073.598,5025.894,5325.98,3736.066,3916.093,3261.978,3233.753,3233.319
已发行股本,2059.638,2059.638,1011.343,112.371,112.371,16.053,13.453,11.213
储备,2966.524,2923.064,4271.575,2811.011,2985.906,2419.389,2372.338,2362.51
股东权益/(亏损),5026.162,4982.702,5282.918,2923.382,3098.277,2435.442,2385.791,2373.723
无形资产(非流动资产),15.956,17.034,18.111,19.189,20.267,21.344,22.422,23.501
物业、厂房及设备(非流动资产),9919.177,9498.438,8866.626,234.424,252.565,58.758,63.858,70.132
附属公司权益(非流动资产),--,--,--,400,--,--,--,--
联营公司权益 (非流动资产),551.151,601.265,681.098,696.259,742.567,809.344,245.142,215.001
其他投资(非流动资产),215.888,198.708,102.888,47.778,52.926,78.689,73.141,422.391
应收账款(流动资产),151.857,2.429,371.094,3.451,44.448,0.238,38.358,0.226
存货(流动资产),0.183,0.228,0.581,0.202,0.384,0.255,0.754,0.252
现金及银行结存(流动资产),99.496,140.865,94.398,78.947,58.945,149.297,176.842,403.183
应付帐款(流动负债),,,,,,,0.006,0.006
银行贷款(流动负债),430.979,375.854,436.547,665.14,907.087,1039.957,783.724,837.846
非流动银行贷款,4524.075,4234.08,2894.901,1255.873,514.106,535.581,551.895,573.489
总资产,12736.334,12435.804,11411.961,6905.184,6515.025,5982.058,5305.501,4989.82
总负债,7662.736,7409.91,6085.981,3169.118,2598.932,2720.08,2071.748,1756.501
股份数目(香港),10298188650股,10298188650股,5056714899股,561857211股,5618572113股,1605306319股,1345306319股,1121306319股
币种,港币,港币,港币,港币,港币,港币,港币,港币
