报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,43.378,63.703,9.358,138.08,57.707,168.196,94.354,140.419
投资活动之现金流入净额,-53.915,-10.94,-0.527,0.739,3.801,131.458,53.97,154.66
融资活动之现金流入净额,352.069,-908.05,-120.05,-542.412,-542.412,-357.081,0,0
现金及现金等价物增加,341.532,-855.287,-111.219,-403.593,-480.904,-57.427,148.324,295.079
会计年初之现金及现金等价物,303.711,1179.5,1179.5,1591.533,1591.533,1645.872,1645.872,1378.965
会计年终之现金及现金等价物,642.269,303.711,1054.884,1179.5,1093.553,1591.533,1790.271,1645.872
外汇兑换率变动之影响,-2.974,-20.502,-13.397,-8.44,-17.076,3.088,-3.925,-28.172
购置固定资产款项,-9.97,-19.67,-6.976,-10.925,-2.621,-15.546,-7.114,-23.825
币种,港币,港币,港币,港币,港币,港币,港币,港币
