报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31
报表类型,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,3.478236,-22.853802,-6.936026,9.566475,-6.364712,18.705157
投资活动之现金流入净额,-21.986618,-12.253225,-0.406744,-0.453117,-0.316601,-0.511338
融资活动之现金流入净额,11.769678,56.019995,-11.351,-11.858118,-8.92359,-2.75329
现金及现金等价物增加,-6.738704,20.912968,-18.69377,-2.74476,-15.604903,15.440529
会计年初之现金及现金等价物,35.085289,14.172321,14.172321,16.917081,16.917081,1.476552
会计年终之现金及现金等价物,28.346585,35.085289,-4.521449,14.172321,1.312178,16.917081
外汇兑换率变动之影响,--,--,--,--,--,--
购置固定资产款项,-22.077457,-12.270006,-0.406744,-0.453117,-0.316601,-0.511338
币种,港币,港币,港币,港币,港币,港币
