报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31
报表类型,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-19.602,24.225,26.46,31.208,16.694
投资活动之现金流入净额,3.179,6.312,-7.136,-0.06,-0.832
融资活动之现金流入净额,41.298,-22.167,-38.539,-21.454,6.142
现金及现金等价物增加,24.875,8.37,-19.215,9.694,22.004
会计年初之现金及现金等价物,44.357,44.357,63.951,63.951,42.511
会计年终之现金及现金等价物,70.101,53.343,44.357,74.061,63.951
外汇兑换率变动之影响,0.869,0.616,-0.379,0.416,-0.564
购置固定资产款项,-3.445,-0.309,-7.136,-0.06,-0.833
币种,港币,港币,港币,港币,港币
