报告期,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,142.913,107.426,78.143
投资活动之现金流入净额,-185.387,-98.257,-86.237
融资活动之现金流入净额,32.699,-1.194,13.146
现金及现金等价物增加,-9.775,7.975,5.052
会计年初之现金及现金等价物,19.328,11.353,6.301
会计年终之现金及现金等价物,9.553,19.328,11.353
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-198.196,-106.22,-128.933
币种,人民币,人民币,人民币
