报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,287.299,343.884,53.67,14.631
投资活动之现金流入净额,49.27,-215.156,289.854,946.539
融资活动之现金流入净额,20.039,190.061,-346.251,-858.177
现金及现金等价物增加,356.608,318.789,-2.727,102.993
会计年初之现金及现金等价物,523.163,204.374,207.101,104.108
会计年终之现金及现金等价物,879.771,523.163,204.374,207.101
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-16.851,-6.103,-2.818,-4.285
币种,人民币,人民币,人民币,人民币
