报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-2.422,12.449,7.078,19.432,13.402
投资活动之现金流入净额,-0.921,-1.873,-1,-2.116,-2.874
融资活动之现金流入净额,-15.375,38.43,-4.231,-12.392,-21.27
现金及现金等价物增加,-18.718,49.006,1.847,4.924,-10.742
会计年初之现金及现金等价物,71.416,22.41,22.41,17.486,28.228
会计年终之现金及现金等价物,52.698,71.416,24.257,22.41,17.486
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-1.031,-1.873,-1,-2.425,-3.586
币种,港币,港币,港币,港币,港币
