报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,9648,11370,11419,10276
投资活动之现金流入净额,-12613,6248,1111,-7793
融资活动之现金流入净额,477,-18502,-11016,-3119
现金及现金等价物增加,-2488,-884,1514,-636
会计年初之现金及现金等价物,5212,6501,5273,5928
会计年终之现金及现金等价物,3076,5212,6501,5273
外汇兑换率变动之影响,352,-405,-286,-19
购置固定资产款项,-2507,-8721,-1812,-4552
币种,港币,港币,港币,港币
