报告期,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,年报,年报
经营业务所得之现金流入净额,115.098,65.999,79.071,84.56,87.705
投资活动之现金流入净额,-12.082,-23.097,-19.122,-3.029,-4.646
融资活动之现金流入净额,4.716,-4.139,-99.357,-89.851,-80.091
现金及现金等价物增加,107.732,38.763,-39.408,-8.32,2.968
会计年初之现金及现金等价物,81.231,81.231,120.639,128.959,125.991
会计年终之现金及现金等价物,188.963,119.994,81.231,120.639,128.959
外汇兑换率变动之影响,--,--,--,--,--
购置固定资产款项,-11.789,-8.581,-5.694,-3.248,-2.854
币种,人民币,人民币,人民币,人民币,人民币
