报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,5.064083,-1.179514,1.826365,0.334799,4.804496,0.621047
投资活动之现金流入净额,-11.995874,-4.09745,-4.825899,-1.623044,-3.851654,-2.950643
融资活动之现金流入净额,3.170335,1.549945,6.983335,-0.332339,-0.054151,3.482793
现金及现金等价物增加,-3.761456,-3.727019,3.983801,-1.620584,0.898691,1.153197
会计年初之现金及现金等价物,6.612768,6.612768,2.628967,2.628967,1.730276,0.577079
会计年终之现金及现金等价物,2.850318,2.885749,6.612768,1.008383,2.628967,1.730276
外汇兑换率变动之影响,-0.000994,--,--,--,--,--
购置固定资产款项,-8.395744,-3.3,-1.729618,-0.7,-1.667684,-0.893048
币种,美元,美元,美元,美元,美元,美元
