报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,3.42,-0.323,13.664,22.592,7.737,117.846,46.96,-10.231
投资活动之现金流入净额,-39.217,-53.646,-28.09,-107.289,-65.979,-169.146,-69.73,-133.04
融资活动之现金流入净额,-7.434,102.949,13.571,72.036,47.193,52.732,54.398,132.452
现金及现金等价物增加,-43.231,48.98,-0.855,-12.661,-11.049,1.432,31.628,-10.819
会计年初之现金及现金等价物,96.402,47.422,47.422,60.083,60.083,58.739,58.739,71.075
会计年终之现金及现金等价物,53.171,96.402,46.567,47.422,49.033,60.083,90.524,58.739
外汇兑换率变动之影响,--,--,--,--,-0.001,-0.088,0.157,-1.517
购置固定资产款项,-20.312,-32.519,-20.412,-93.61,-61.119,-130.347,-51.62,-51.449
币种,美元,美元,美元,美元,美元,美元,美元,美元
