报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,36208.723,13764.426,39375.434,17734.811,45498.354,20905.016,49345.959,22649.791
除税前盈利/(亏损),1635.101,1063.567,2369.26,1381.625,4240.047,2118.858,4550.695,2484.611
税项,-504.869,-228.691,-706.209,-302.795,-922.064,-408.07,-1060.746,-607.068
除税后盈利/(亏损),1130.232,834.876,1663.051,1078.83,3317.983,1710.788,3489.949,1877.543
少数股东权益,0.258,0.001,0.171,-0.294,0.279,0.105,0.15,0.065
股东应占盈利/(亏损),1129.974,834.875,1662.88,1079.124,3317.704,1710.683,3489.799,1877.478
股息,885.6,247.968,664.2,318.816,1315.116,504.792,1381.059,553.5
除税及股息后盈利/(亏损),244.374,586.907,998.68,760.308,2002.588,1205.891,2108.74,1323.978
基本每股盈利(仙),26.000000,19.000000,38.000000,24.000000,75.000000,39.000000,79.000000,42.000000
摊薄每股盈利(仙),26.000000,19.000000,38.000000,24.000000,75.000000,39.000000,79.000000,42.000000
每股股息(仙),20.000000,5.600000,15.000000,7.200000,29.700000,11.400000,31.200000,12.500000
销售成本,-32182.551,-11551.042,-35084.752,-15526.048,-39341.32,-17884.4,-43055.347,-19620.895
折旧,-606.81,-268.997,-580.168,-265.537,-468.755,-231.104,-453.85,-224.181
销售及分销费用,-114.836,-48.061,-106.763,-41.314,-100.863,-42.196,-121.828,-48.823
一般及行政费用,-1181.032,-476.569,-1160.375,-421.572,-1116.024,-473.621,-1124.985,-455.115
利息费用/融资成本,-90.432,-37.914,-75.226,-37.427,-91.678,-47.57,-109.108,-55.589
毛利,4026.172,2213.384,4290.682,2208.763,6157.034,3020.616,6290.612,3028.896
经营盈利,1112.267,843.605,1934.74,1159.354,3845.193,1922.471,4039.003,2232.326
应占联营公司盈利,13.712,4.112,15.489,5.729,19.974,5.607,14.153,5.518
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
