报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-21.61,-62.46,-16.996,-32.995,-17.57,-18.571,2.865,14.84
投资活动之现金流入净额,-0.74,22.929,16.389,-54.166,-0.052,-18.31,-13.84,-0.231
融资活动之现金流入净额,48.952,43.628,-1.256,90.973,61.638,44.947,46.376,-5.692
现金及现金等价物增加,26.602,4.097,-1.863,3.812,44.016,8.066,35.401,8.917
会计年初之现金及现金等价物,52.932,48.747,48.747,45.425,45.425,37.382,37.382,28.465
会计年终之现金及现金等价物,80.167,52.932,46.735,48.747,88.734,45.425,72.783,37.382
外汇兑换率变动之影响,0.633,0.088,-0.149,-0.49,-0.707,-0.023,--,--
购置固定资产款项,-0.583,-4.946,-1.239,-3.442,-2.719,-10.146,-0.226,-1.896
币种,港币,港币,港币,港币,港币,港币,港币,港币
