报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-19.034,-58.61,-22.734,-39.066,-9.686,-12.599,11.368,-0.492
投资活动之现金流入净额,-0.644,-4.236,-0.938,-20.306,-6.485,-37.47,-28.832,-10.415
融资活动之现金流入净额,12.761,44.772,7.363,8.773,1.314,-8.973,-11.695,160.841
现金及现金等价物增加,-6.917,-18.074,-16.309,-50.599,-14.857,-59.042,-29.159,149.934
会计年初之现金及现金等价物,14.302,32.999,32.999,92.942,92.942,151.87,151.87,3.637
会计年终之现金及现金等价物,9.77,14.302,13.91,32.999,71.15,92.942,124.747,151.87
外汇兑换率变动之影响,2.385,-0.623,-2.78,-9.344,-6.935,0.114,2.036,-1.701
购置固定资产款项,-0.749,-4.65,-0.905,-9.178,-6.485,-5.222,-2.56,-3.86
币种,港币,港币,港币,港币,港币,港币,港币,港币
