报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,13287,5486,15749,6521,13370,7032,13698,6086
投资活动之现金流入净额,-13493,-5340,-23127,-4081,-4719,-2922,-7601,-3376
融资活动之现金流入净额,3277,-2298,12259,-63,-6801,852,-10149,-5436
现金及现金等价物增加,3071,-2152,4881,2377,1850,4962,-4052,-2726
会计年初之现金及现金等价物,19165,19163,17145,17145,10729,10729,14897,14897
会计年终之现金及现金等价物,21850,16772,21566,19690,11771,15700,10729,12083
外汇兑换率变动之影响,-386,-239,-460,168,-808,9,-116,-88
购置固定资产款项,-12330,-6127,-9894,-2515,-5917,-3184,-9553,-3978
币种,人民币,人民币,港币,港币,港币,港币,港币,港币
