报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,-7.795168,-0.784311,4.725086,-0.896728
投资活动之现金流入净额,-1.702227,-6.435061,-1.827978,1.359803
融资活动之现金流入净额,24.52867,6.43429,-3.246501,0.456268
现金及现金等价物增加,15.031275,-0.785082,-0.349393,0.919343
会计年初之现金及现金等价物,0.395514,1.180596,1.529989,0.610646
会计年终之现金及现金等价物,15.426789,0.395514,1.180596,1.529989
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-2.019703,-7.168517,-1.819846,-0.310605
币种,新加坡元,新加坡元,新加坡元,新加坡元
