报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,4.334,-2.773,10.717
投资活动之现金流入净额,8.305,-5.612,7.517
融资活动之现金流入净额,-5.522,0.266,-0.259
现金及现金等价物增加,7.117,-8.119,17.975
会计年初之现金及现金等价物,13.237,21.356,3.381
会计年终之现金及现金等价物,20.163,13.237,21.356
外汇兑换率变动之影响,-0.191,--,--
购置固定资产款项,-0.169,-3.264,-0.634
币种,人民币,人民币,人民币
