报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,91.823,51.294,56.203,71.401
投资活动之现金流入净额,-20.153,-11.775,-44.609,-86.73
融资活动之现金流入净额,-65.696,-50.995,-6.591,-5.154
现金及现金等价物增加,5.974,-11.476,5.003,-20.483
会计年初之现金及现金等价物,13.093,23.491,18.199,38.611
会计年终之现金及现金等价物,18.567,13.093,23.491,18.199
外汇兑换率变动之影响,-0.5,1.078,0.289,0.071
购置固定资产款项,-17.466,-14.516,-51.474,-75.407
币种,港币,港币,港币,港币
