报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,9919.8466049,59277.855,27557.37300843,20413.922,4654.05489309,53730.339,26711.43128089,22389.435
除税前盈利/(亏损),766.3084428999999,28475.02,3924.30843459,4870.966,222.10641453,11868.84,3137.78931753,4031.773
税项,-64.96580933,-7050.765,-1184.13218059,-2390.213,-1.79128926,-4812.823,-849.57577288,-1607.614
除税后盈利/(亏损),701.3426335700001,21424.255,2740.176254,2480.753,220.31512527,7056.017,2288.21354465,2424.159
少数股东权益,7.4348258,237.804,38.45566117,78.115,-8.244014889999999,300.109,-10.37777611,199.144
股东应占盈利/(亏损),693.90780777,21186.451,2701.72059283,2402.638,228.55914016,6755.908,2298.59132076,2225.015
股息,,3544.604,,1063.381,,3222.367,,966.71
除税及股息后盈利/(亏损),693.90780777,17641.847,2701.72059283,1339.257,228.55914016,3533.541,2298.59132076,1258.305
基本每股盈利(仙),20.000000,657.480000,81.000000,74.560000,6.000000,209.970000,64.000000,69.250000
摊薄每股盈利(仙),20.000000,657.480000,81.000000,74.560000,6.000000,209.970000,64.000000,69.250000
每股股息(仙),--,110.000000,--,33.000000,--,100.000000,--,30.000000
销售成本,-6770.76153879,-38315.554,-17148.71472455,-13021.536,-2752.8874599,-38543.599,-18653.72138947,-16706.704
折旧,--,-694.461,--,-240.841,--,-498.49,--,-226.678
销售及分销费用,-546.1063063099999,-1814.776,-1179.5106335799999,-723.874,-359.22689191,-1315.362,-801.7943834,-521.826
一般及行政费用,-1270.25959102,-3526.982,-2212.9629142199997,-1514.901,-735.1439562,-2672.863,-1777.12022298,-1208.172
利息费用/融资成本,-146.63062553,-1672.979,-1385.67008732,-968.381,-382.83749632999996,-2367.045,-1319.3466953900001,-1000.874
毛利,3149.0850661100003,20962.301,10408.658283879999,7392.386,1901.16743319,15186.74,8057.70989142,5682.731
经营盈利,429.10840451999997,30053.151,3819.3195770700004,5885.3,161.70319863,13455.721,3024.59838403,4869.038
应占联营公司盈利,-47.83735353,128.17,-25.85163115,24.921,130.27027977,-64.329,194.00630203999998,-14.854
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
