报告期,2017-12-31,2016-12-31,2015-12-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,4.432,57.928,-34.368
投资活动之现金流入净额,0.163,-0.326,0.02
融资活动之现金流入净额,3.04,-42.643,34.471
现金及现金等价物增加,7.635,14.959,0.123
会计年初之现金及现金等价物,15.955,1.008,0.867
会计年终之现金及现金等价物,23.566,15.955,1.008
外汇兑换率变动之影响,-0.024,-0.012,0.018
购置固定资产款项,-0.029,-0.384,-0.008
币种,人民币,人民币,人民币
