报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,180.536,184.168,348.594,-231.953,-291.464,612.996,284.409,34.163
投资活动之现金流入净额,122.371,407.906,-7.169,-368.638,-85.618,25.287,48.27,100.892
融资活动之现金流入净额,-354.23,-893.271,-415.72,1293.421,1129.022,-1114.789,-814.726,172.325
现金及现金等价物增加,-51.323,-301.197,-74.295,692.83,751.94,-476.506,-482.047,307.38
会计年初之现金及现金等价物,529.326,836.015,836.015,157.622,157.622,632.769,632.769,309.509
会计年终之现金及现金等价物,482.681,529.326,754.055,836.015,900.891,157.622,151.333,632.769
外汇兑换率变动之影响,4.678,-5.492,-7.665,-14.437,-8.671,1.359,0.611,15.88
购置固定资产款项,-44.648,-198.247,-104.458,-199.786,-35.614,-41.157,-21.861,-26.02
币种,港币,港币,港币,港币,港币,港币,港币,港币
