报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-58.533,-428.677,-61.458,52.477,55.304,14.36,44.617,-34.048
投资活动之现金流入净额,10.597,240.803,-34.207,-130.138,-48.751,-95.748,-74.621,-57.234
融资活动之现金流入净额,100.9,240.776,150.513,75.655,34.059,34.41,-17.702,165.744
现金及现金等价物增加,52.964,52.902,54.848,-2.006,40.612,-46.978,-47.706,74.462
会计年初之现金及现金等价物,93.159,39.297,39.297,41.376,41.376,85.579,85.579,17.039
会计年终之现金及现金等价物,70.916,93.159,87.001,39.297,22.583,41.376,27.967,85.579
外汇兑换率变动之影响,-75.207,0.96,-7.144,-0.073,-59.405,2.775,-9.906,-5.922
购置固定资产款项,-10.11,-92.355,-58.2,-130.727,-23.4,-95.748,-74.6,-110.109
币种,港币,港币,港币,港币,港币,港币,港币,港币
