报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,5085.66172737,14227.365,10326.08704058,6857.276,4439.96776187,14635.836,10453.89146554,6738.867
除税前盈利/(亏损),1466.40384298,2452.301,1902.80260901,1491.959,1114.08959645,2570.33,1925.6050274200002,1400.106
税项,-321.54268547000004,-516.716,-375.32562143,-368.262,-259.71699958,-443.296,-403.58997348,-303.022
除税后盈利/(亏损),1144.8611575099999,1935.585,1527.47698758,1123.697,854.37259687,2127.034,1522.0150539400001,1097.084
少数股东权益,55.63835667,161.112,67.64302712,72.739,38.41148734,171.465,71.65468617,85.546
股东应占盈利/(亏损),1089.22280084,1774.473,1459.83396046,1050.958,815.9611095299999,1955.569,1450.36036777,1011.538
股息,,508.411,,,,508.411,,
除税及股息后盈利/(亏损),1089.22280084,1266.062,1459.83396046,1050.958,815.9611095299999,1447.158,1450.36036777,1011.538
基本每股盈利(仙),,25.830000,,15.300000,,28.460000,,14.720000
摊薄每股盈利(仙),--,--,--,--,--,--,--,14.720000
每股股息(仙),--,7.400000,--,--,--,7.400000,--,--
销售成本,-3458.49058944,-8089.769,-8114.7976392,-3786.798,-3309.31293793,-8715.697,-8420.80541843,-3916.96
折旧,--,-1918.271,--,-931.289,--,-1712.199,--,-818.191
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-102.55462068000001,--,-294.89679224,--,-86.16085883,--,-253.73988063,--
利息费用/融资成本,-272.57097152,-1077.63,-762.06499134,-505.841,-253.15200512,-983.064,-701.13745496,-486.335
毛利,1562.22934962,6137.596,2092.67275011,3070.478,1084.55467703,5920.139,1984.81730929,2821.907
经营盈利,1465.76926131,3446.769,1884.12633372,1976.268,775.69339674,3354.176,1045.77848006,1791.888
应占联营公司盈利,10.766261929999999,49.276,18.63253389,5.61,-4.79164428,172.155,139.36600038,84.025
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
