报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-98.91,-59.283,-57.875,-57.051,-39.605,-133.428,-175.033,-78.554
投资活动之现金流入净额,-183.044,-248.064,-135.434,-18.168,52.233,106.958,85.718,-142.397
融资活动之现金流入净额,300.694,329.99,230.049,-88.862,-79.473,-76.41,-91.22,458.712
现金及现金等价物增加,18.74,22.643,36.74,-164.081,-66.845,-102.88,-180.535,237.761
会计年初之现金及现金等价物,114.953,94.079,94.079,261.961,261.961,357.952,357.952,122.639
会计年终之现金及现金等价物,135.009,114.953,129.107,94.079,183.643,261.961,174.641,357.952
外汇兑换率变动之影响,1.316,-1.769,-1.712,-3.801,-11.473,6.889,-2.776,-2.448
购置固定资产款项,-14.365,-15.535,-6.431,-28.102,-20.218,-28.343,-13.093,-20.777
币种,港币,港币,港币,港币,港币,港币,港币,港币
