报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-03-31
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,6.596,16.661,-3.753,8.509,28.575
投资活动之现金流入净额,-10.041,-0.322,-0.293,0.696,-0.608
融资活动之现金流入净额,32.123,1.344,20.493,-17.584,-21.019
现金及现金等价物增加,28.678,17.683,16.447,-8.379,6.948
会计年初之现金及现金等价物,38.503,20.844,20.844,29.223,22.275
会计年终之现金及现金等价物,67.233,38.503,37.258,20.844,29.223
外汇兑换率变动之影响,0.052,-0.024,-0.033,--,--
购置固定资产款项,-1.054,-0.326,-0.293,-0.095,-0.632
币种,港币,港币,港币,港币,港币
