报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-6.066,-20.318,2.88,-12.888,-2.813,0
投资活动之现金流入净额,-7.829,-0.432,-1.464,-0.772,-67.118,20.929
融资活动之现金流入净额,23.539,48.721,14.303,5.19,55.9,13.195
现金及现金等价物增加,9.644,27.971,15.719,-8.47,-14.031,34.124
会计年初之现金及现金等价物,27.632,27.632,19.981,19.981,34.124,0
会计年终之现金及现金等价物,36.428,55.103,27.632,11.421,19.981,34.124
外汇兑换率变动之影响,-0.848,-0.5,-8.068,-0.09,-0.112,--
购置固定资产款项,-7.896,-0.432,-1.464,-0.772,-6.118,--
币种,人民币,人民币,人民币,人民币,人民币,人民币
