报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,14.838,89.427,80.055,226.269,186.955,81.014,79.186,271.374
投资活动之现金流入净额,-48.163,-71.054,-29.32,-93.641,-44.795,-108.597,-75.365,-152.093
融资活动之现金流入净额,11.141,-63.794,-45.295,20.302,-145.558,26.657,-59.493,-47.88
现金及现金等价物增加,-22.184,-45.421,5.44,152.93,-3.398,-0.926,-55.672,71.401
会计年初之现金及现金等价物,533.774,599.225,599.225,460.143,460.143,457.683,457.683,388.33
会计年终之现金及现金等价物,527.682,533.774,582.716,599.225,457.114,460.143,419.956,457.683
外汇兑换率变动之影响,16.092,-20.03,-21.949,-13.848,0.369,3.386,17.945,-2.048
购置固定资产款项,-50.295,-67.46,-28.618,-109.695,-56.278,-95.572,-45.964,-118.193
币种,港币,港币,港币,港币,港币,港币,港币,港币
