报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,482.731,168.435,227.971,348.533
投资活动之现金流入净额,-132.608,-76.323,-34.306,-160.4
融资活动之现金流入净额,27.286,-16.065,-211.237,-204.928
现金及现金等价物增加,377.409,76.047,-17.572,-16.795
会计年初之现金及现金等价物,106.74,30.693,48.265,65.06
会计年终之现金及现金等价物,481.704,106.74,30.693,48.265
外汇兑换率变动之影响,-2.445,--,--,--
购置固定资产款项,-178.203,-56.658,-34.841,-20.689
币种,人民币,人民币,人民币,人民币
