报告期,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-09-30,2013-06-30,2013-03-31
报表类型,年报,中报,年报,中报,年报,三季报,中报,一季报
营业额,4085.758,1854.841,3557.661,1647.381,3139.5,2241.545,1474.638,519.304
除税前盈利/(亏损),639.934,398.691,651.449,309.632,566.178,375.029,229.768,82.502
税项,-180.64,-80.067,-147.518,-66.602,-140.801,-84.489,-55.166,-21
除税后盈利/(亏损),459.294,318.624,503.931,243.03,425.377,290.54,174.602,61.502
少数股东权益,3.869,1.209,0.988,0.52,2.03,1.696,1.189,
股东应占盈利/(亏损),455.425,317.415,502.943,242.51,423.347,288.844,173.413,61.502
股息,,,,,,,,
除税及股息后盈利/(亏损),455.425,317.415,502.943,242.51,423.347,288.844,173.413,61.502
基本每股盈利(仙),30.240000,21.080000,35.190000,17.500000,32.820000,22.390000,13.440000,4.770000
摊薄每股盈利(仙),30.240000,20.970000,34.730000,17.160000,32.360000,22.310000,13.440000,4.770000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-2768.089,-1278.278,-2471.368,-1144.641,-2181.311,-1560.814,-1030.439,-348.27
折旧,-7.934,-3.509,-6.719,-3.36,-5.152,-3.368,-2.163,-1.051
销售及分销费用,-59.608,-24.005,-40.164,-14.753,-38.42,-22.94,-12.928,-6.605
一般及行政费用,-190.811,-86.014,-157.818,-74.327,-131.974,-98.612,-62.827,-27.943
利息费用/融资成本,-275.959,-141.794,-290.977,-145.834,-285.214,-212.086,-143.129,-76.779
毛利,1317.669,576.563,1086.293,502.74,958.189,680.731,444.199,171.034
经营盈利,639.934,398.691,651.449,309.632,566.178,375.029,229.768,82.502
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
