报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,55.145,59.708,57.93,5.615
投资活动之现金流入净额,-3.734,-15.925,-26.438,-12.276
融资活动之现金流入净额,103.646,-35.975,-33.848,10.746
现金及现金等价物增加,155.057,7.808,-2.356,4.085
会计年初之现金及现金等价物,6.569,-1.239,1.117,-2.968
会计年终之现金及现金等价物,161.626,6.569,-1.239,1.117
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-5.209,-4.582,-14.897,-10.611
币种,港币,港币,港币,港币
