报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-27.12,-6.326,-18.186,-7.55,-12.297,-7.728,-52.044,-16.514
投资活动之现金流入净额,-1352.022,-0.369,-85.416,4.762,2.291,-0.013,274.119,341.06
融资活动之现金流入净额,1968.56,0,0,0,0,0,0,0
现金及现金等价物增加,589.418,-6.695,-103.602,-2.788,-10.006,-7.741,222.075,324.546
会计年初之现金及现金等价物,369.18,369.18,475.616,475.616,501.391,501.391,285.749,285.749
会计年终之现金及现金等价物,967.228,362.74,369.18,472.109,475.616,494.632,501.391,605.418
外汇兑换率变动之影响,8.63,0.255,-2.834,-0.719,-15.769,0.982,-6.433,-4.877
购置固定资产款项,-1.008,--,-0.055,-0.01,-1.674,-0.013,-3.665,-1.466
币种,港币,港币,港币,港币,港币,港币,港币,港币
