报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,中报,年报,年报
利息收入,27894.735,13280.294,25202.576,12977.897,26656.584,12827.109,24769.304,19632.392
利息支出,-19493.523,-8981.017,-14843.351,-7192.894,-15977.161,-7977.157,-15620.494,-11801.613
净利息收入,8401.212,4299.277,10359.225,5785.003,10679.423,4849.952,9148.81,7830.779
其他经营收入,-118.742,15.294,173.549,65.617,144.912,87.473,86.993,120.988
经营收入,10143.316,5291.073,11814.736,6528.922,11921.744,5432.646,9940.546,8204.133
经营支出,-3102.593,-1398.532,-3767.642,-1944.579,-3817.123,-1758.238,-3261.328,-2906.067
总准备,-2131.853,-568.617,-2352.964,-1264.739,-1757.695,-734.984,-975.286,-912.78
其他盈利/(亏损),-25.932,-11.968,16.244,,,,,
除税前盈利/(亏损),4882.938,3311.956,5710.374,3319.604,6346.926,2939.424,5703.932,4385.286
税项,-939.874,-690.402,-1192.47,-722.832,-1414.543,-644.274,-1274.971,-950.337
除税后盈利/(亏损),3943.064,2621.554,4517.904,2596.772,4932.383,2295.15,4428.961,3434.949
少数股东权益,26.678,5.557,-4.149,4.248,15.943,9.754,11.73,16.923
股东应占盈利/(亏损),3916.386,2615.997,4522.053,2592.524,4916.44,2285.396,4417.231,3418.026
股息,1092.7,,1214.11,,1092.699,,700.723,618.49
除税及股息后盈利/(亏损),2823.686,2615.997,3307.943,2592.524,3823.741,2285.396,3716.508,2799.536
基本每股营利(仙),65.000000,43.000000,77.000000,46.000000,96.000000,45.000000,88.000000,83.000000
摊薄每股盈利(仙),65.000000,43.000000,77.000000,46.000000,96.000000,--,88.000000,83.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
