报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
利息收入,5041.177,18920.176,13967.175,9010.705,4424.749,16226.274,12215.932,8158.593
利息支出,-2999.804,-10805.081,-7842.794,-4977.935,-2397.084,-8548.876,-6369.725,-4231.629
净利息收入,2041.373,8115.095,6124.381,4032.77,2027.665,7677.398,5846.207,3926.964
其他经营收入,2.645,240.875,192.985,200.909,118.917,50.285,51.784,12.083
经营收入,2311.674,10014.806,7545.945,5075.681,2552.131,9603.034,7295.372,4888.866
经营支出,-587.459,-2298.865,-1659.929,-1126.873,-579.619,-2537.298,-1742.715,-1147.367
总准备,-471.218,-2999.164,-1832.38,-1163.861,-509.043,-2411.134,-1620.686,-1058.003
其他盈利/(亏损),0,0,0,0,0,0,,
除税前盈利/(亏损),1312.171,4895.155,4153.403,2829.585,1466.549,4658.512,3933.3,2684.825
税项,-190.964,-1130.958,-830.015,-570.204,-371.739,-1156.345,-973.221,-654.941
除税后盈利/(亏损),1121.207,3764.197,3323.388,2259.381,1094.81,3502.167,2960.079,2029.884
少数股东权益,7.6,38.316,26.809,10.074,,,,
股东应占盈利/(亏损),1113.607,3725.881,3296.579,2249.307,1094.81,3502.167,2960.079,2029.884
股息,,368.99246699,,,,909.97294826,,
除税及股息后盈利/(亏损),1113.607,3356.8885330099997,3296.579,2249.307,1094.81,2592.1940517400003,2960.079,2029.884
基本每股营利(仙),36.000000,119.000000,105.000000,72.000000,35.000000,112.000000,95.000000,65.000000
摊薄每股盈利(仙),36.000000,119.000000,105.000000,72.000000,35.000000,112.000000,95.000000,65.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
