报告期,2015-09-30,2015-03-31,2014-09-30,2014-03-31,2013-09-30,2013-03-31,2012-03-31,2011-09-30
报表类型,年报,中报,年报,中报,年报,中报,中报,年报
经营业务所得之现金流入净额,157.295,-97.817,174.769,-128.632,157.703,282.11,33.507,86.879
投资活动之现金流入净额,-262.95,254.097,-278.744,133.018,-439.113,-64.531,-122.559,-77.097
融资活动之现金流入净额,-240.145,-401.591,-8.708,291.319,635.653,845.191,162.208,-39.272
现金及现金等价物增加,-345.8,-245.311,-112.683,295.705,354.243,1062.77,73.156,-29.49
会计年初之现金及现金等价物,387.145,387.145,498.694,498.694,143.303,143.303,111.352,139.49
会计年终之现金及现金等价物,41.294,155.66,387.145,794.767,498.694,1203.126,186.039,111.352
外汇兑换率变动之影响,-0.051,13.826,1.134,0.368,1.148,-2.947,1.531,1.352
购置固定资产款项,-257.72,-83.638,-248.714,-16.495,-140.642,-64.647,-122.685,-81.145
币种,港币,港币,港币,港币,港币,港币,港币,港币
