报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-77.865,-12.97,68.603,-29.58,-277.506,-83.646,-86.215,59.467
投资活动之现金流入净额,39.589,-2.375,0.085,-16.84,41.091,-1.573,9.176,-339
融资活动之现金流入净额,52.929,35.828,-81.146,4.173,265.94,113.641,56.3,251.258
现金及现金等价物增加,14.653,20.483,-12.458,-42.247,29.525,28.422,-20.739,-28.275
会计年初之现金及现金等价物,34.489,34.489,46.952,46.952,17.303,17.303,38.05,38.05
会计年终之现金及现金等价物,49.146,54.972,34.489,4.705,46.952,46.069,17.303,10.805
外汇兑换率变动之影响,0.004,--,-0.005,--,0.124,0.344,-0.008,1.03
购置固定资产款项,-0.052,-5.5,-0.061,-1.086,-0.59,-0.891,-2.748,-2.088
币种,港币,港币,港币,港币,港币,港币,港币,港币
