报告期,2018-03-31,2017-09-30,2017-03-31,2016-09-30
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,-0.252,0.714,0.583,1.101
投资活动之现金流入净额,-0.014,3.022,-0.014,-0.955
融资活动之现金流入净额,-2.108,-2.553,-0.485,0.329
现金及现金等价物增加,-2.374,1.183,0.084,0.475
会计年初之现金及现金等价物,3.095,1.912,1.912,1.437
会计年终之现金及现金等价物,0.721,3.095,1.996,1.912
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,--,-0.015,--,-0.376
币种,新加坡元,新加坡元,新加坡元,新加坡元
