报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,-12.822,20.078,3.243,2.562
投资活动之现金流入净额,-0.115,7.32,-3.79,-21.835
融资活动之现金流入净额,10.466,-23.865,-18.993,50.941
现金及现金等价物增加,-2.471,3.533,-19.54,31.668
会计年初之现金及现金等价物,35.961,32.439,32.439,0.777
会计年终之现金及现金等价物,33.475,35.961,12.893,32.439
外汇兑换率变动之影响,-0.015,-0.011,-0.006,-0.006
购置固定资产款项,-0.113,-4.672,-0.407,-2.78
币种,港币,港币,港币,港币
