报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
利息收入,85428,317518,234988,154381,75988,289844,215750,144361
利息支出,-54959,-190152,-140151,-91673,-44771,-154973,-114986,-76213
净利息收入,30469,127366,94837,62708,31217,134871,100764,68148
其他经营收入,7283,28868,24770,19731,12029,19751,16555,13364
经营收入,49156,196388,150385,103889,54958,193966,147973,103571
经营支出,-19008,-83468,-62959,-41939,-23537,-79472,-59547,-40305
总准备,-6828,-29787,-21490,-14646,-7439,-28480,-21005,-14807
其他盈利/(亏损),65,132,0,51,30,96,,38
除税前盈利/(亏损),23385,83265,65936,47355,24012,86110,67421,48497
税项,-3153,-12574,-11144,-8133,-4562,-18459,-14504,-10574
除税后盈利/(亏损),20232,70691,54792,39222,19450,67651,52917,37923
少数股东权益,141,468,373,247,127,441,339,262
股东应占盈利/(亏损),20091,70223,54419,38975,19323,67210,52578,37661
股息,,21209,,,,20162,,
除税及股息后盈利/(亏损),20091,49014,54419,38975,19323,47048,52578,37661
基本每股营利(仙),27.000000,91.000000,70.000000,49.000000,26.000000,89.000000,70.000000,50.000000
摊薄每股盈利(仙),27.000000,91.000000,70.000000,49.000000,26.000000,89.000000,70.000000,50.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
